siteid,sitename,date,t1,t2,t3,t4,h3,h4,f1,f2,truth
GUA029,PARROQUIA,2020-07-27T14:34:12Z,7.7,17.2,21.2,15.8,55,88.3,44.87,43.14,-1
GUA029,PARROQUIA,2020-07-27T14:37:25Z,10.1,17.7,20.9,15.7,89.7,99.9,43.86,43.96,-1
GUA029,PARROQUIA,2020-07-27T14:40:39Z,19.4,21.6,21.5,19.4,94.9,99.9,44.69,43.88,-1
GUA029,PARROQUIA,2020-07-27T14:43:55Z,21.8,23,22.4,21.5,86.8,99.9,60.57,58.92,-1
GUA029,PARROQUIA,2020-07-27T14:47:12Z,15.3,21.7,23.1,21.2,62.8,90.5,58.56,58.04,-1
GUA029,PARROQUIA,2020-07-27T14:50:28Z,10.4,19.7,22.9,19,55.8,86.3,59.52,58.01,-1
GUA029,PARROQUIA,2020-07-27T14:53:41Z,8.5,18.5,22.5,17.5,54,85.8,57.22,58.06,-1
GUA029,PARROQUIA,2020-07-27T14:56:55Z,7.8,17.8,22,16.6,53.7,85.4,59.2,56.91,-1
GUA029,PARROQUIA,2020-07-27T15:00:08Z,7.4,17.4,21.5,16,53.8,86.8,45.05,44.54,-1
GUA029,PARROQUIA,2020-07-27T15:03:24Z,8.7,17.3,21.1,15.7,90.3,99.9,43.18,43.06,-1
GUA029,PARROQUIA,2020-07-27T15:06:40Z,18.8,21.4,21.6,19.4,95.4,99.9,44.36,45.39,-1
GUA029,PARROQUIA,2020-07-27T15:09:54Z,21.3,22.8,22.4,21.4,96.1,99.9,45.97,44.85,-1
GUA029,PARROQUIA,2020-07-27T15:13:08Z,19.4,23,23.1,22.3,94.3,99.9,59.73,59.28,-1
GUA029,PARROQUIA,2020-07-27T15:16:23Z,21,23.6,23.4,22.5,90.6,99.9,46.01,43.8,-1
GUA029,PARROQUIA,2020-07-27T15:19:38Z,20.1,23.2,23.5,22,81.5,99.9,44.85,44.29,-1
GUA029,PARROQUIA,2020-07-27T15:22:52Z,18.3,22.6,23.7,21.7,79,97.7,56.66,56.39,-1
GUA029,PARROQUIA,2020-07-27T15:26:07Z,14.2,21.8,23.9,21.7,60.7,89,57.47,57.02,-1
GUA029,PARROQUIA,2020-07-27T15:29:20Z,10,19.7,23.5,19.5,55.8,86,57.39,57.23,-1
GUA029,PARROQUIA,2020-07-27T15:32:33Z,8.3,18.7,22.8,17.9,55.1,85.8,58.25,57.28,-1
GUA029,PARROQUIA,2020-07-27T15:35:48Z,7.7,17.9,22.2,17,55,86,56.71,56.4,-1
GUA029,PARROQUIA,2020-07-27T15:39:01Z,7.2,17.5,21.7,16.3,76.8,99.9,45.28,44.43,-1
GUA029,PARROQUIA,2020-07-27T15:42:18Z,16.4,20.3,21.5,18.1,94.8,99.9,44.17,43.36,-1
GUA029,PARROQUIA,2020-07-27T15:45:34Z,20.6,22.3,22.2,21,96.7,99.9,37.27,34.92,-1
GUA029,PARROQUIA,2020-07-27T15:48:50Z,22,23.3,23,22.5,92.9,99.9,34.47,34.05,-1
GUA029,PARROQUIA,2020-07-27T15:52:03Z,20,23,23.1,23,86.3,99.9,34.46,33.9,-1
GUA029,PARROQUIA,2020-07-27T15:55:17Z,18.5,22.8,23.3,23.4,79.4,98.3,39.01,38.52,-1
GUA029,PARROQUIA,2020-07-27T15:58:30Z,17.2,22.9,23.5,24,80.8,98.8,39.44,38.57,-1
GUA029,PARROQUIA,2020-07-27T16:01:45Z,16.2,23.1,23.6,24.2,86.9,99.9,38.9,38.74,-1
GUA029,PARROQUIA,2020-07-27T16:04:58Z,18.1,23.8,23.7,24.5,85,99.2,51.81,51.09,-1
GUA029,PARROQUIA,2020-07-27T16:08:12Z,20.1,24,23.6,24.6,84.2,98.5,52.27,51.85,-1
GUA029,PARROQUIA,2020-07-27T16:11:27Z,19.4,23.3,23.4,24.5,84.1,98.6,35.35,35.77,-1
GUA029,PARROQUIA,2020-07-27T16:14:40Z,18.8,23.2,23.3,24.4,84.1,98.1,35.37,35.51,-1
GUA029,PARROQUIA,2020-07-27T16:17:52Z,18.4,23.3,23.4,24.5,81.4,96,36.49,34.7,-1
GUA029,PARROQUIA,2020-07-27T16:21:06Z,18.3,23.4,23.6,24.7,73.2,91.4,35.78,35.51,-1
GUA029,PARROQUIA,2020-07-27T16:24:20Z,16.8,23.1,23.6,24.7,72.8,90.8,40.87,39.37,-1
GUA029,PARROQUIA,2020-07-27T16:27:33Z,15.4,23.1,23.7,24.9,77.1,92.9,40.18,40.06,-1
GUA029,PARROQUIA,2020-07-27T16:30:47Z,16.2,23.5,23.9,25.1,85,96.3,52.88,52.22,-1
GUA029,PARROQUIA,2020-07-27T16:34:00Z,18.8,24.5,24.1,25.5,82.8,95.4,53.22,53.52,-1
GUA029,PARROQUIA,2020-07-27T16:37:13Z,20.6,24.9,24.1,25.6,83,95.8,52.67,52.51,-1
GUA029,PARROQUIA,2020-07-27T16:40:28Z,20.1,24.1,23.9,25.4,82.8,95.7,53.74,52.67,-1
GUA029,PARROQUIA,2020-07-27T16:43:43Z,19.9,24,23.9,25.4,82.2,95.7,35.67,35.59,1
GUA029,PARROQUIA,2020-07-27T16:46:56Z,19,23.7,23.7,25,81.3,95.3,35.89,34.93,1
GUA029,PARROQUIA,2020-07-27T16:50:10Z,18.1,23.4,23.5,24.7,79.7,94.1,35.16,35.31,1
GUA029,PARROQUIA,2020-07-27T16:53:26Z,18.1,23.5,23.6,24.7,79.4,95.9,45.04,44.33,1
GUA029,PARROQUIA,2020-07-27T16:56:40Z,18.7,23.6,23.7,24.5,81.7,96.3,35.03,34.76,1
